id,project_url,Researcher ID,researcher name,project title,Current Affiliation (Institution 1),"Title 1 (assistant professor, phd, postdoc, etc.) ",Misc Defined,Student/Non-Student (0/1),Researcher 2 Affiliation,"Title 2 (assistant professor, phd student, postdoc, etc.)",Researcher 3 Affiliation,"Title 3 (assistant professor, phd student, postdoc, etc.)",Researcher 4 Affiliation,Title 4,US/Non-US (0/1),Institution Classification,Institution Classification Specified,Address 1 (Affliation),zip,Address 2 (Affliation),Latitude 1 (Affliation)  ,Latitude 2 (Affliation),Longitude 1 (Affliation) ,Longitude 2 (Affliation),"City, State 1 (Affliation)","City, State 2 (Affliation)",CBSA1Affliation,CBSA 2 (Affliation),Country (if Non-US),Position 1,Position 2,Position 3,Education 1,Education 2,Education 3,Research University 1,Research University 2,Location of Research 1,Location of Research 2,"Disciplinarity (0 - single, 1 - multi)","Relevance (Theory - 0, Practice - 1, Both - 2)",Relevant Publications (expertise) (0 - dont or 1 - if they did),"Category Relevance (0 - not on list, 1- yes, 2-mixed)",,researcher_title,backers,categories,category1,category2,category3,category4,state,abbreviation,Pasteur's Quadrants (Q1: low/low; Q2: pure basic research; Q3: use-inspired basic research; Q4: applied research),funding_start,funding_end,duration,funding_target,funding_raised,funding_success,funding_percent,name 1,name 2,ID1,ID2,matches 1,matches 2,manual1,manual2,H-Index 1,H-Index 2,Citation-Count 1,Citation-Count 2,budget_overview_granularity,spending_data_granularity,usage_granularity,overall_budget_granularity,video_granularity,description_granularity,credential_granularity,researcher_background_granularity,mugshot_granularity,goal_granularity,importance_granularity,overall_project_detail,video_effort,description_effort,credentials_effort,budget_overview_effort,researcher_bio_effort,mugshot_effort,goals_writeup_effort,importance_writeup_effort,fund_usage_writeup_effort,total_effort
767,https://experiment.com/projects/a-search-for-viable-graphene-production-methods,176,Yong Zhang,Search for Viable Graphene Production Methods,University of North Carolina at Charlotte,Misc,Adjunct Professor,1,,,,,,,0,B,B,"9201 University City Blvd, Charlotte, North Carolina 28223-0001",28223, ,35.302688,,-80.728998,,"Charlotte, NC",,16740,,,Adjunct Professor,,,, ,,, ,,,0,1,0,0,,,9,Engineering,,,,,North Carolina,NC,Q3,9/17/2013 10:50,10/11/2013 0:00,23.55,4346,530,0,12.19512195,Yong Zhang,,,,2948,,0,,,,,,0.367,0.667,0.333,0.456,0,1,1,1,0,0.1,0.3,0.486,0,1,1,0.367,1,0,0.1,0.3,0.333,0.456
779,https://experiment.com/projects/can-pet-visits-help-kids-with-cancer,59,Jessica Chubak,Can Pet Visits Help Kids With Cancer?,University of Washington,PhD,,0,,,,,,,0,D,D2,"1400 NE Campus Parkway, Seattle, Washington 98195-4550",98195,,47.656216,,-122.31312,,"Seattle, WA",,42660,,,,,,"University of Washington, Ph.D. in Epidemiology, 

University of Otago, New Zealand (Fulbright award), MBHL, Bioethics and Health Law

Pomona College, B.A. in Molecular Biology, ", ,,University of Washington,,Washington,,0,2,0,1,,"PhD, Epidemiology, University of Washington <br>    MBHL, Bioethics and Health Law, University of Otago, New Zealand (Fulbright award) <br>   BA, Molecular Biology, Pomona College",78,Medicine,,,,,Washington,WA,Q3,7/9/2013 0:00,8/31/2013 0:00,53.00,4000,5685,1,142.125,Jessica Chubak,,6505945713,,1,,0,,11,,467,,0.033,0.667,0.633,0.444,1,1,0.333,0.367,1,0.533,0.033,0.609,1,1,0.333,0.033,0.367,1,0.533,0.033,0.633,0.548
788,https://experiment.com/projects/targeted-drug-delivery-by-using-magnetic-nanoparticles,359,Atif Syed,Targeted Drug Delivery by using Magnetic Nanoparticles,University of York,Researcher,,1,,,,,,,1,D,D4,,.,,,,,,York,,,,United Kingdom,Researcher,,,"Electronics and Nanotechnology Engineering, ""http://www.york.ac.uk"" University of York, 2013", ,,University of York,,"York, United Kingdom",,1,1,0,1,,"Electronics and Nanotechnology Engineering, <a href=""http://www.york.ac.uk"">University of York</a>, 2013",52,Medicine,Physics,,,,,,Q3,12/29/2012 0:00,8/6/2013 23:59,221.00,3000,3010,1,100.3333333,Atif Syed,,,,0,,0,,,,,,0.267,1,1,0.756,1,1,1,1,1,0.3,1,0.9,1,1,1,0.267,1,1,0.3,1,1,0.841
795,https://experiment.com/projects/can-we-use-fungi-to-break-down-our-plastic-and-rubber-waste,197,Michelle Legaspi,Can we use fungi to break down our plastic and rubber waste?,Yale University,PhD,,0,,,,,,,0,D,D1,"Woodbridge Hall, New Haven, Connecticut 06520",6520,,41.30713,,-72.924979,,"New Haven, CT",,35300,,,Doctoral Candidate,,,"Yale University, Ph.D. candidate (2011-present).  University of Florida, B.S. Chemistry (2010).", ,,,,,,1,2,0,1,,"Yale University, Ph.D. candidate (2011-present).  University of Florida, B.S. Chemistry (2010).",41,Chemistry,Biology,,,,Connecticut,CT,Q3,9/30/2013 0:34,11/14/2013 0:00,44.98,8000,8000,0,100,Michelle Legaspi,,56106853500,,1,,0,,0,,0,,0.9,1,0.967,0.956,1,1,1,1,1,0.933,0.767,0.957,1,1,1,0.9,1,1,0.933,0.767,0.967,0.952
796,https://experiment.com/projects/climate-change-threats-to-the-american-pika,311,Joseph Stewart,Climate change threats to the American pika,UC Santa Cruz,PhD,,0,,,,,,,0,D,D4,"1156 High St, Santa Cruz, California 95064-1011",95064,,36.977109,,-122.05228,,"Santa Cruz, CA",,42100,,,Doctoral Candidate,,,"2013- Doctor of Philosophy Student, Program in Ecology and Evolutionary Biology, University of California at Santa Cruz

 2011-2013 Masters of Science, Program in Biology, University of Nevada at Reno, Dissertation Title: ""Resurvey of Historical Pika Locations in California""

 2002-2008 Bachelors of Science, Program in Environmental Biology and Management, University of California at Davis", ,,,,,,1,0,0,1,,"2013- Doctor of Philosophy Student, Program in Ecology and Evolutionary Biology, University of California at Santa Cruz <br>

 2011-2013 Masters of Science, Program in Biology, University of Nevada at Reno, Dissertation Title: ""Resurvey of Historical Pika Locations in California"" <br>

 2002-2008 Bachelors of Science, Program in Environmental Biology and Management, University of California at Davis",15,Biology,Ecology,,,,California,CA,Q3,6/30/2013 17:00,8/30/2013 17:00,61.00,2000,2000,0,100,Joseph Stewart,,,,25,,0,,,,,,0.533,0.667,0.267,0.489,1,0.5,0,0.133,1,0.633,0.467,0.533,1,0.5,0,0.533,0.133,1,0.633,0.467,0.267,0.504
797,https://experiment.com/projects/barcoding-alaska,231,Ellen Jorgensen,New York Medical College,New York Medical College,Misc,Adjunct Professor,1,,,,,,,0,A,A,,.,,,,,,,,,,,,,,"BA Biology, New York University MA &amp; MPhil Biological Sciences, Columbia University PhD Cell &amp; Molecular Biology, New York University,  Adjunct Professor at New York Medical College", ,,,,,,1,1,0,0,,"BA Biology, New York University MA &amp; MPhil Biological Sciences, Columbia University PhD Cell &amp; Molecular Biology, New York University,  Adjunct Professor at New York Medical College",82,Biology,Ecology,,,,New York,NY,Q4,6/29/2013 0:00,9/12/2013 23:59,76.00,7000,7445,1,106.3571429,Ellen Jorgensen,,7103407642,,4,,"['7103407642', '7103407658', '36787107800', '36787108000']",,9,,245,,0.8,1,0.1,0.633,1,1,0.667,1,1,0.733,0.5,0.843,1,1,0.667,0.8,1,1,0.733,0.5,0.1,0.756
805,https://experiment.com/projects/what-can-the-fish-on-my-plate-tell-me-about-sustainability,240,Lillian Brown,What does it take to get a fish on my plate?,"Indiana University, Bloomington",PhD,,0,,,,,,,0,D,D4,,.,,,,,,,,,,,,,,"PhD student in Anthropology, Concentration in Food Studies, at Indiana University.

<p>

	                  BA in Anthropology and Certificate in Pacific Is land Studies from the University of Hawaii at Hilo.

</p>

<p>

	                  Ethnographic Food Studies Field School in Belize, Summer 2011.

</p>

<p>

	                  For the 2013-2014 academic year I have a Foreign Language and Area Studies Fellowship to study Haitian Creole.

</p>", ,,,,,,0,0,0,0,,"PhD student in Anthropology, Concentration in Food Studies, at Indiana University.

<p>

	                  BA in Anthropology and Certificate in Pacific Is land Studies from the University of Hawaii at Hilo.

</p>

<p>

	                  Ethnographic Food Studies Field School in Belize, Summer 2011.

</p>

<p>

	                  For the 2013-2014 academic year I have a Foreign Language and Area Studies Fellowship to study Haitian Creole.

</p>",16,Social and Behavioral Science,Ecology,,,,,,Q3,6/28/2013 0:00,10/8/2013 0:00,102.00,18000,2955,0,16.41666667,Lillian Brown,,,,5,,0,,,,,,0.533,1,0.433,0.655,1,1,1,0.933,1,0.3,0.067,0.757,1,1,1,0.533,0.933,1,0.3,0.067,0.433,0.696
811,https://experiment.com/projects/ousting-office-imperialism-creating-an-authentic-african-workplace,339,Gebeyehu Begashaw,Improving the Ethiopian Economy through Organizational Development,Florida Institute of Technology ,PhD,,0,,,,,,,0,B,B,"150 West University Boulevard, Melbourne, Florida 32901-6975",32901, ,28.063978,,-80.623982,,"Melbourne, FL",,37340,,,Doctoral Candidate,,,"Ph.D. Candidate at Florida Institute of Techonology Department of Industrial-Organizational Psychology/Masters Student at University of Valencia, Spain", ,,,,,,0,0,0,0,,"Ph.D. Candidate at Florida Institute of Techonology Department of Industrial-Organizational Psychology/Masters Student at University of Valencia, Spain",3,Social and Behavioral Science,,,,,Florida,FL,Q4,7/7/2013 17:00,9/4/2013 17:00,59.00,5000,70,0,1.4,Gebeyehu Begashaw,,,,0,,0,,,,,,0.033,0.667,0.533,0.411,0,0,0,0.7,1,0.8,0.667,0.452,0,0,0,0.033,0.7,1,0.8,0.667,0.533,0.415
812,https://experiment.com/projects/understanding-the-impact-of-predators-on-pathogens-of-crop-pests,278,Andrew Flick,Understanding the Impact of Predators on Pathogens of Crop Pests,Minnesota State University,PhD,,0,,,,,,,0,A,A,"South Rd and Ellis Ave, Mankato, Minnesota 56001",56001,,44.14626,,-93.999349,,"Mankato, MN",,31860,,,Doctoral Candidate,,,"B.S. Biology, Math &amp; Spanish Minors (2011) - Minnesota State University, Mankato; PhD (2016) - Louisiana State University", ,,,,,,1,0,0,0,,"B.S. Biology, Math &amp; Spanish Minors (2011) - Minnesota State University, Mankato; PhD (2016) - Louisiana State University",11,Biology,Ecology,,,,Minnesota,MN,Q3,7/1/2013 0:00,7/22/2013 0:00,21.00,550,550,0,100,Andrew Flick,,8598671100,,1,,0,,7,,200,,0.033,1,0.167,0.4,0,0,0,0.2,1,0.067,0.6,0.267,0,0,0,0.033,0.2,1,0.067,0.6,0.167,0.23
819,https://experiment.com/projects/efficient-electric-spacecraft-propulsion,360,Enric Grustan,Efficient electric spacecraft propulsion ,"University of California, Irvine",PhD,,0,,,,,,,0,D,D4,"501 Aldrich Hall, Irvine, California 92697",92697,,33.68697,,-117.82515,,"Irvine, CA",,31100,,,Doctoral Candidate,,,"PhD Candidate, University of California Irvine 

Mechanical Engineering (5 year degree), Barcelona Tech - Universitat Politecnica de Catalunya <br> Masters in Aerospace Engineering, University of Padua (Italy)", ,,"University of California, Irvine",,California,,0,1,0,0,,"PhD Candidate, University of California Irvine <br> Mechanical Engineering (5 year degree), Barcelona Tech - Universitat Politecnica de Catalunya <br> Masters in Aerospace Engineering, University of Padua (Italy)",26,Engineering,,,,,California,CA,Q4,7/7/2013 17:00,9/26/2013 17:00,81.00,4000,1280,0,32,Enric Grustan,,55932761600,,1,,0,,0,,0,,0.133,0.667,0.4,0.4,0,0,1,0.2,1,0.233,0.533,0.424,0,0,1,0.133,0.2,1,0.233,0.533,0.4,0.389
825,https://experiment.com/projects/the-search-for-beal-s-treasure,84,Joe Bowen,The Search For Beal's Treasure,Purdue University,Undergraduate,,0,,,,,,,0,D,D3,,.,,,,,,,,,,,,,,Bachelors of Science in Computer Engineering from Purdue University, ,,,,,,1,0,0,0,,Bachelors of Science in Computer Engineering from Purdue University,2,Computer-Science,Engineering,,,,,,Q4,7/7/2013 0:00,8/4/2013 0:00,28.00,300,10,0,3.333333333,Joe Bowen,,55377547300,,1,,0,,1,,19,,0.7,0.667,0.233,0.533,0,0,1,0.533,1,0.567,0.633,0.533,0,0,1,0.7,0.533,1,0.567,0.633,0.233,0.519
867,https://experiment.com/projects/an-archaeological-study-of-pacific-island-aquaculture,361,Damion Sailors,An Archaeological Study of Pacific Island Aquaculture,University of Hawaii at Manoa,Masters,,0,,,,,,,0,D,D4,,.,,,,,,,,,,Pacific Islands,,,,"Candidate for Master of Arts - University of Hawaii at Manoa GPA 4.0

Focus: Pacific Island Archaeology 

Bachelor of Arts - University of Hawaii at Manoa GPA 4.0

Major: Anthropology É?? Honors: summa cum laude, Phi Beta Kappa

Associate in Arts Degree - Windward Community College GPA 4.0  

Academic Subject Certificate: Hawaiian Studies É??Language

Marine Options Program Certificate: Polynesian Voyaging", ,,Independent Study,,,,0,0,0,0,,"Candidate for Master of Arts - University of Hawaii at Manoa GPA 4.0

Focus: Pacific Island Archaeology 

Bachelor of Arts - University of Hawaii at Manoa GPA 4.0

Major: Anthropology É?? Honors: summa cum laude, Phi Beta Kappa

Associate in Arts Degree - Windward Community College GPA 4.0  

Academic Subject Certificate: Hawaiian Studies É??Language

Marine Options Program Certificate: Polynesian Voyaging",1,Geology,Archaeology,,,,,,Q2,7/7/2013 17:00,10/7/2013 17:00,92.00,11500,40,0,0.347826087,Damion Sailors,,,,0,,0,,,,,,0.3,1,1,0.767,0,0,0,1,1,0.667,0.667,0.476,0,0,0,0.3,1,1,0.667,0.667,1,0.515
869,https://experiment.com/projects/vikings-in-greenland-climate-and-land-use-impacts,356,Greg de Wet,Vikings in Greenland: climate and land use impacts,"University of Massachusetts, Amherst",Masters,,0,,,,,,,0,D,D4,"374 Whitmore Building 181 Presidents Drive, Amherst, Massachusetts 01003",1003, ,42.370772,,-72.533204,,"Amherst, MA",,44140,,,Doctoral Candidate,,,"M.Sc., Geology, University of Massachusetts, Amherst (2011-2013) 

B.Sc., Honors, Geology, Bates College (2007-2011)", ,,"University of Massachusetts, Amherst", ,Massachusetts,,0,0,0,1,,"M.Sc., Geology, University of Massachusetts, Amherst (2011-2013) <br> </br> B.Sc., Honors, Geology, Bates College (2007-2011)",46,Geology,Archaeology,,,,Massachusetts,MA,Q1,7/14/2013 17:00,10/14/2013 17:00,92.00,10000,10000,0,100,Greg de Wet,,,,0,,0,,,,,,0.8,0.667,0.367,0.611,1,1,0,0.533,1,0.733,0.9,0.738,1,1,0,0.8,0.533,1,0.733,0.9,0.367,0.704
870,https://experiment.com/projects/evolutionary-implications-of-collective-personality,316,Sarah E Bengston,Evolutionary implications of collective personality,University of Arizona,PhD,,0,,,,,,,0,D,D4,,.,,,,,,"Tucson, AZ",,,,,Doctoral Candidate,,,"I received my Bachelor of Science from the University of Tennessee in 2010 with a degree in Honors Ecology and Evolutionary Biology.  Currently, I am a PhD candidate at the University of Arizona in the Ecology and Evolutionary Biology department with a minor in the Entomology and Insect Science department.", ,,,,,,1,2,0,0,,"I received my Bachelor of Science from the University of Tennessee in 2010 with a degree in Honors Ecology and Evolutionary Biology.  Currently, I am a PhD candidate at the University of Arizona in the Ecology and Evolutionary Biology department with a minor in the Entomology and Insect Science department.",4,Ecology,psychology,,,,Arizona,AZ,Q3,7/14/2013 17:00,10/14/2013 17:00,92.00,3200,40,0,1.25,Sarah E Bengston,,54683373200,,1,,0,,2,,22,,0.567,1,0.2,0.589,0,0,0,0.967,1,0.633,0.3,0.414,0,0,0,0.567,0.967,1,0.633,0.3,0.2,0.407
